filename	ATTRIBUTE_SiteName	ATTRIBUTE_SiteName_Bridge	ATTRIBUTE_SiteName_NS1	ATTRIBUTE_River_km	ATTRIBUTE_SampleDate	ATTRIBUTE_SampleMonth	ATTRIBUTE_Type_1	ATTRIBUTE_Type_2	ATTRIBUTE_Type_3	ATTRIBUTE_RiverGroup	ATTRIBUTE_RiverGroup_Type_1	ATTRIBUTE_RiverGroup_Type_2	ATTRIBUTE_RiverGroup_Type_3	ATTRIBUTE_Name	ATTRIBUTE_TimeRun	ATTRIBUTE_InjectionOrder	ATTRIBUTE_SampleTeam	ATTRIBUTE_TA_concentration	ATTRIBUTE_TOC_concentration	WWTP_LoadEntering_pePerkm2	WWTP_TWW_m3.Year.Km2	population_density_km2	artificial_surfaces_NoMines_density	Agricultural areas	Artificial surfaces	Forest and semi natural areas	Water bodies	Wetlands	Arable land	"Artificial, non-agricultural vegetated areas"	Forests	Heterogeneous agricultural areas	"Industrial, commercial and transport units"	Inland waters	Inland wetlands	"Mine, dump and construction sites"	Open spaces with little or no vegetation	Pastures	Permanent crops	Scrub and/or herbaceous vegetation associations	Urban fabric	Airports	"Beaches, dunes, sands"	Broad-leaved forest	Complex cultivation patterns	Coniferous forest	Construction sites	Continuous urban fabric	Discontinuous urban fabric	Dump sites	Fruit trees and berry plantations	Green urban areas	Industrial or commercial 	Inland marshes	"Land principally occupied by agriculture, with significant areas of natural vegetation"	Mineral extraction sites	Mixed forest	Moors and heathland	Natural grasslands	Non-irrigated arable land	Pastures	Peat bogs	Port areas	Road rail and Trnsport	Sparsely vegetated areas	Sport and leisure facilities	Transitional woodland-shrub	Vineyards	Water bodies	Water courses
Enz_both_2.mzML	T05	T05	Enz		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Enz	5/27/2023 8:49	40	JN_LH	2.09328292	3.4	565	55322	448	0.073821998	0.24325263	0.07457615	0.681523526	0.000523394	0.0001243	0.166360946	0.002569196	0.6753279	0.004764043	0.012049805	0.000523394	0.0001243	0.001097645	0	0.053558157	0.018569484	0.006195626	0.058859505	0		0.108693061	0.001956733	0.522592271	0	0.002656454	0.056203051	0.000343492	0.016012475	0.000396207	0.011929776		0.00280731	0.000754153	0.044042567	0	0.000100853	0.166360946	0.053558157	0.0001243	0	0.000120029	0	0.002172989	0.006094773	0.00255701	0.000111131	0.000111131
S10_both_1.mzML	S57	S57	S10	262	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 9:06	41	IGB	0.482337084	9	78	4175	78	0.043770892	0.430163698	0.063214248	0.485175176	0.019511253	0.001935625	0.328038865	0.002889083	0.465578349	0.002051152	0.007807729	0.019511253	0.001935625	0.019563269	0.000772229	0.099785989	0.000287693	0.018824598	0.032954167	0.000507499	0.000348047	0.019389855	8.44E-05	0.435870823	0.000119913	0.000373367	0.0325808	0	0.000287693	0.000465887	0.007182241	0.001841589	0.001966749	0.019443356	0.010317671	0.004952918	0.002080682	0.328038865	0.099785989	9.40E-05	0	0.000117989	0.000424182	0.002423196	0.011790998	0	0.019461055	0.019461055
S10_both_2.mzML	S57	S57	S10	262	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 9:22	42	IGB	0.482337084	9	78	4175	78	0.043770892	0.430163698	0.063214248	0.485175176	0.019511253	0.001935625	0.328038865	0.002889083	0.465578349	0.002051152	0.007807729	0.019511253	0.001935625	0.019563269	0.000772229	0.099785989	0.000287693	0.018824598	0.032954167	0.000507499	0.000348047	0.019389855	8.44E-05	0.435870823	0.000119913	0.000373367	0.0325808	0	0.000287693	0.000465887	0.007182241	0.001841589	0.001966749	0.019443356	0.010317671	0.004952918	0.002080682	0.328038865	0.099785989	9.40E-05	0	0.000117989	0.000424182	0.002423196	0.011790998	0	0.019461055	0.019461055
Wuhle_both_1.mzML	TS71	S71	Wuhle		20230511	May	River	Tributary	Tributary	Spree	Spree_River	Spree_Tributary	Spree_Tributary	Wuhle	5/27/2023 9:39	43	IGB	1.512599517	5.5	0	1	4815	0.974455858	0.003730797	0.974455858	0.001586037	0.020227308	0	0.001770178	0.02932806	0.001586037	0	0	0.020227308	0	0	0	0.001960618	0	0	0.945127798	0	0	0	0	0.001586037	0	0	0.945127798	0	0	0.026686405	0	0	0	0	0	0	0	0.001770178	0.001960618	0	0	0	0	0.002641655	0	0	0	0
Wuhle_both_2.mzML	TS71	S71	Wuhle		20230511	May	River	Tributary	Tributary	Spree	Spree_River	Spree_Tributary	Spree_Tributary	Wuhle	5/27/2023 9:56	44	IGB	1.512599517	5.5	0	1	4815	0.974455858	0.003730797	0.974455858	0.001586037	0.020227308	0	0.001770178	0.02932806	0.001586037	0	0	0.020227308	0	0	0	0.001960618	0	0	0.945127798	0	0	0	0	0.001586037	0	0	0.945127798	0	0	0.026686405	0	0	0	0	0	0	0	0.001770178	0.001960618	0	0	0	0	0.002641655	0	0	0	0
S5_both_1.mzML	S18	S18	S5	90	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 10:13	45	IGB	0.527993775	6	207	11675	169	0.047607909	0.477084979	0.048310493	0.469795822	0.004808706	0	0.384289356	0.001765578	0.469199722	0.00690038	0.006335148	0.004808706	0	0.000702584	0	0.085286671	0.000608573	0.0005961	0.039507183	0.000835484	0	0.012101424	0.000201451	0.441765902	0	0.000337958	0.039169225	0	0.000608573	0.00062753	0.005499664	0	0.006698928	0.000702584	0.015332396	0.000187182	0	0.384289356	0.085286671	0	0	0	0	0.001138048	0.000408919	0	0.004808706	0.004808706
S5_both_2.mzML	S18	S18	S5	90	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 12:17	46	IGB	0.527993775	6	207	11675	169	0.047607909	0.477084979	0.048310493	0.469795822	0.004808706	0	0.384289356	0.001765578	0.469199722	0.00690038	0.006335148	0.004808706	0	0.000702584	0	0.085286671	0.000608573	0.0005961	0.039507183	0.000835484	0	0.012101424	0.000201451	0.441765902	0	0.000337958	0.039169225	0	0.000608573	0.00062753	0.005499664	0	0.006698928	0.000702584	0.015332396	0.000187182	0	0.384289356	0.085286671	0	0	0	0	0.001138048	0.000408919	0	0.004808706	0.004808706
S11_both_1.mzML	S64	S64	S11	304	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 12:34	47	IGB	0.416191863	8.4	76	4008	76	0.039672653	0.474159152	0.055333238	0.452443851	0.016394639	0.00166912	0.383680729	0.002679555	0.436139785	0.001699142	0.007172089	0.016394639	0.00166912	0.015757169	0.000621989	0.087955487	0.000823794	0.015682077	0.029724426	0.000408763	0.000280333	0.020316377	6.80E-05	0.404983117	9.66E-05	0.000401167	0.029323258	0	0.000823794	0.0004121	0.006668291	0.001555004	0.00163116	0.015660586	0.01084029	0.00404123	0.001711849	0.383680729	0.087955487	0.000114116	0	9.50E-05	0.000341656	0.002267455	0.009928997	0	0.016354207	0.016354207
S11_both_2.mzML	S64	S64	S11	304	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 12:51	48	IGB	0.416191863	8.4	76	4008	76	0.039672653	0.474159152	0.055333238	0.452443851	0.016394639	0.00166912	0.383680729	0.002679555	0.436139785	0.001699142	0.007172089	0.016394639	0.00166912	0.015757169	0.000621989	0.087955487	0.000823794	0.015682077	0.029724426	0.000408763	0.000280333	0.020316377	6.80E-05	0.404983117	9.66E-05	0.000401167	0.029323258	0	0.000823794	0.0004121	0.006668291	0.001555004	0.00163116	0.015660586	0.01084029	0.00404123	0.001711849	0.383680729	0.087955487	0.000114116	0	9.50E-05	0.000341656	0.002267455	0.009928997	0	0.016354207	0.016354207
N7_both_1.mzML	N07	N07	N7	204	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 13:08	49	JN_LH	2.3298455	3.5	773	75906	574	0.10096504	0.365297792	0.101353824	0.532956826	0.000322717	6.88E-05	0.178758137	0.004419033	0.526451302	0.004663573	0.017859401	0.000322717	6.88408E-05	0.000612196	0	0.13852741	0.043348673	0.006505524	0.078463195	0.000598046		0.133568209	0.002670108	0.36639344	6.51E-05	0.004522243	0.073940952	0.000158322	0.040991103	0.000762422	0.016581149		0.001993465	0.000388784	0.026489652	0	0.00464946	0.178758137	0.13852741	6.88E-05	0.000177881	0.000502325	0	0.00365661	0.001856064	0.002357569	0.000106329	0.000106329
N7_both_2.mzML	N07	N07	N7	204	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 13:25	50	JN_LH	2.3298455	3.5	773	75906	574	0.10096504	0.365297792	0.101353824	0.532956826	0.000322717	6.88E-05	0.178758137	0.004419033	0.526451302	0.004663573	0.017859401	0.000322717	6.88408E-05	0.000612196	0	0.13852741	0.043348673	0.006505524	0.078463195	0.000598046		0.133568209	0.002670108	0.36639344	6.51E-05	0.004522243	0.073940952	0.000158322	0.040991103	0.000762422	0.016581149		0.001993465	0.000388784	0.026489652	0	0.00464946	0.178758137	0.13852741	6.88E-05	0.000177881	0.000502325	0	0.00365661	0.001856064	0.002357569	0.000106329	0.000106329
N12_both_1.mzML	N12	N12	N12	362	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 14:15	53	TH_TR	1.593717532	5.9	536	53718	408	0.08250312	0.507329744	0.083051859	0.36888218	0.040682358	5.39E-05	0.354273347	0.003312221	0.363998369	0.005520441	0.014814716	0.040682358	5.38588E-05	0.000813517	0	0.115806573	0.031729382	0.004883811	0.064111406	0.000322026		0.133815262	0.00304942	0.194549072	3.79E-05	0.003670218	0.060441187	0.000226919	0.024728818	0.000445657	0.013733969		0.002471021	0.000548739	0.035634034	1.38E-05	0.001936575	0.354273347	0.115806573	5.39E-05	0.000286997	0.000471724	0	0.002866564	0.002933485	0.007000564	0.000116022	0.000116022
N12_both_2.mzML	N12	N12	N12	362	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 14:32	54	TH_TR	1.593717532	5.9	536	53718	408	0.08250312	0.507329744	0.083051859	0.36888218	0.040682358	5.39E-05	0.354273347	0.003312221	0.363998369	0.005520441	0.014814716	0.040682358	5.38588E-05	0.000813517	0	0.115806573	0.031729382	0.004883811	0.064111406	0.000322026		0.133815262	0.00304942	0.194549072	3.79E-05	0.003670218	0.060441187	0.000226919	0.024728818	0.000445657	0.013733969		0.002471021	0.000548739	0.035634034	1.38E-05	0.001936575	0.354273347	0.115806573	5.39E-05	0.000286997	0.000471724	0	0.002866564	0.002933485	0.007000564	0.000116022	0.000116022
S7_both_1.mzML	S29	S29	S7	169	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 14:49	55	IGB	1.205931718	5.8	135	7444	118	0.067915878	0.48016823	0.113056998	0.377936925	0.027891418	0.000946428	0.34242743	0.004750206	0.351624638	0.003905261	0.012713951	0.027891418	0.000946428	0.04514112	0.000750375	0.133532637	0.000302902	0.025561913	0.050451721	0.000415842	0	0.018356115	0.000197287	0.31448649	0	0.00087273	0.049578991	0	0.000302902	0.001019393	0.012022314	0.000946428	0.003707974	0.04514112	0.018782033	0.004536173	0.002137512	0.34242743	0.133532637	0	0	0.000275795	0.000750375	0.003730813	0.018888228	0	0.027891418	0.027891418
S7_both_2.mzML	S29	S29	S7	169	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 15:06	56	IGB	1.205931718	5.8	135	7444	118	0.067915878	0.48016823	0.113056998	0.377936925	0.027891418	0.000946428	0.34242743	0.004750206	0.351624638	0.003905261	0.012713951	0.027891418	0.000946428	0.04514112	0.000750375	0.133532637	0.000302902	0.025561913	0.050451721	0.000415842	0	0.018356115	0.000197287	0.31448649	0	0.00087273	0.049578991	0	0.000302902	0.001019393	0.012022314	0.000946428	0.003707974	0.04514112	0.018782033	0.004536173	0.002137512	0.34242743	0.133532637	0	0	0.000275795	0.000750375	0.003730813	0.018888228	0	0.027891418	0.027891418
S15_both_1.mzML	S73	S73	S15	364	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 15:23	57	IGB	0.996442301	7.5	261	13061	246	0.090508598	0.458977491	0.104008719	0.413601967	0.021468014	0.001943809	0.364101447	0.007594106	0.398351484	0.00159565	0.014107067	0.021468014	0.001943809	0.013763106	0.000514578	0.092360276	0.000920118	0.014735906	0.068544439	0.001651833	0.000231922	0.02460827	5.62E-05	0.361131008	0.000110093	0.001719796	0.066824643	0.000152892	0.000920118	0.001757396	0.011880451	0.00180856	0.001539408	0.013500121	0.012612206	0.003522747	0.0022515	0.364101447	0.092360276	0.000135249	3.54E-05	0.000539397	0.000282655	0.00583671	0.008961658	0	0.020908502	0.020908502
S15_both_2.mzML	S73	S73	S15	364	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 15:57	58	IGB	0.996442301	7.5	261	13061	246	0.090508598	0.458977491	0.104008719	0.413601967	0.021468014	0.001943809	0.364101447	0.007594106	0.398351484	0.00159565	0.014107067	0.021468014	0.001943809	0.013763106	0.000514578	0.092360276	0.000920118	0.014735906	0.068544439	0.001651833	0.000231922	0.02460827	5.62E-05	0.361131008	0.000110093	0.001719796	0.066824643	0.000152892	0.000920118	0.001757396	0.011880451	0.00180856	0.001539408	0.013500121	0.012612206	0.003522747	0.0022515	0.364101447	0.092360276	0.000135249	3.54E-05	0.000539397	0.000282655	0.00583671	0.008961658	0	0.020908502	0.020908502
Kocher_both_1.mzML	T06	T06	Kocher		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Kocher	5/27/2023 16:13	59	JN_LH	0.877835786	4.1	272	31001	189	0.055745427	0.497773867	0.056446208	0.445779925	0	0	0.300184347	0.002001541	0.442915775	0.006220299	0.009985171	0	0	0.000700781	0	0.176639521	0.0147297	0.00286415	0.043758715	0.000360416		0.211617397	0.004668562	0.192971073	0	0.001442497	0.042316218	0	0.009956789	0	0.009624755		0.001551737	0.000700781	0.038327305	0	0	0.300184347	0.176639521	0	0	0	0	0.002001541	0.00286415	0.004772911	0	0
Kocher_both_2.mzML	T06	T06	Kocher		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Kocher	5/27/2023 16:30	60	JN_LH	0.877835786	4.1	272	31001	189	0.055745427	0.497773867	0.056446208	0.445779925	0	0	0.300184347	0.002001541	0.442915775	0.006220299	0.009985171	0	0	0.000700781	0	0.176639521	0.0147297	0.00286415	0.043758715	0.000360416		0.211617397	0.004668562	0.192971073	0	0.001442497	0.042316218	0	0.009956789	0	0.009624755		0.001551737	0.000700781	0.038327305	0	0	0.300184347	0.176639521	0	0	0	0	0.002001541	0.00286415	0.004772911	0	0
S6_both_1.mzML	S26	S26	S6	150	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 16:47	61	IGB	0.450113834	5.5	110	6110	98	0.062101454	0.462604132	0.092375229	0.415549712	0.02837658	0.001094347	0.356729788	0.003574343	0.389005148	0.004515622	0.010224603	0.02837658	0.001094347	0.030273775	0.000867652	0.101008478	0.000350243	0.025676911	0.048302508	0.000480835	0	0.019868783	0.000228121	0.349581082	0	0.000405635	0.047896873	0	0.000350243	0.00061153	0.009743768	0.001094347	0.004287501	0.030273775	0.019555284	0.005245141	0.000908737	0.356729788	0.101008478	0	0	0	0.000867652	0.002962813	0.019523033	0	0.02837658	0.02837658
S6_both_2.mzML	S26	S26	S6	150	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 17:04	62	IGB	0.450113834	5.5	110	6110	98	0.062101454	0.462604132	0.092375229	0.415549712	0.02837658	0.001094347	0.356729788	0.003574343	0.389005148	0.004515622	0.010224603	0.02837658	0.001094347	0.030273775	0.000867652	0.101008478	0.000350243	0.025676911	0.048302508	0.000480835	0	0.019868783	0.000228121	0.349581082	0	0.000405635	0.047896873	0	0.000350243	0.00061153	0.009743768	0.001094347	0.004287501	0.030273775	0.019555284	0.005245141	0.000908737	0.356729788	0.101008478	0	0	0	0.000867652	0.002962813	0.019523033	0	0.02837658	0.02837658
S18_both_1.mzML	S76	S76	S18	377	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 17:21	63	IGB	1.794047341	7.5	456	21667	337	0.09476753	0.449934201	0.122875845	0.405101326	0.02025468	0.001833948	0.358894956	0.010189952	0.390071314	0.001557195	0.016589042	0.02025468	0.001833948	0.013104742	0.000485495	0.088613935	0.000868115	0.014544517	0.082992109	0.001558475	0.000218814	0.024089042	5.31E-05	0.353343689	0.000103871	0.003519278	0.079472831	0.000236549	0.000868115	0.002356652	0.014241894	0.001706344	0.001504131	0.012764322	0.012638582	0.003323648	0.002124249	0.358894956	0.088613935	0.000127605	7.21E-05	0.000716526	0.00026668	0.007833299	0.00909662	0	0.019726791	0.019726791
S18_both_2.mzML	S76	S76	S18	377	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 17:38	64	IGB	1.794047341	7.5	456	21667	337	0.09476753	0.449934201	0.122875845	0.405101326	0.02025468	0.001833948	0.358894956	0.010189952	0.390071314	0.001557195	0.016589042	0.02025468	0.001833948	0.013104742	0.000485495	0.088613935	0.000868115	0.014544517	0.082992109	0.001558475	0.000218814	0.024089042	5.31E-05	0.353343689	0.000103871	0.003519278	0.079472831	0.000236549	0.000868115	0.002356652	0.014241894	0.001706344	0.001504131	0.012764322	0.012638582	0.003323648	0.002124249	0.358894956	0.088613935	0.000127605	7.21E-05	0.000716526	0.00026668	0.007833299	0.00909662	0	0.019726791	0.019726791
S3_both_1.mzML	S11	S11	S3	48	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 17:55	65	IGB	1.102829385	4.5	215	12811	236	0.053535534	0.79983022	0.053535534	0.146634246	0	0	0.699586212	0.000797227	0.146634246	0.00972434	0.004867792	0	0	0	0	0.090205252	0.000314415	0	0.047870515	0	0	0.003138989	0.000410778	0.122629832	0	0	0.047870515	0	0.000314415	1.49E-06	0.004867792	0	0.009313562	0	0.020865425	0	0	0.699586212	0.090205252	0	0	0	0	0.000795735	0	0	0	0
S3_both_2.mzML	S11	S11	S3	48	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 18:12	66	IGB	1.102829385	4.5	215	12811	236	0.053535534	0.79983022	0.053535534	0.146634246	0	0	0.699586212	0.000797227	0.146634246	0.00972434	0.004867792	0	0	0	0	0.090205252	0.000314415	0	0.047870515	0	0	0.003138989	0.000410778	0.122629832	0	0	0.047870515	0	0.000314415	1.49E-06	0.004867792	0	0.009313562	0	0.020865425	0	0	0.699586212	0.090205252	0	0	0	0	0.000795735	0	0	0	0
S16_both_1.mzML	S74	S74	S16	367	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 18:28	67	IGB	1.291933002	8	460	21821	299	0.090975808	0.451746551	0.119395389	0.406680458	0.020336267	0.001841335	0.360340597	0.008943925	0.391589905	0.001563467	0.015631461	0.020336267	0.001841335	0.013157528	0.00048745	0.088970875	0.000871612	0.014603103	0.081662474	0.001564752	0.000219696	0.024167661	5.33E-05	0.354732752	0.000104289	0.002622533	0.079039941	0.000237502	0.000871612	0.002091275	0.013353541	0.001713217	0.00151019	0.012815737	0.012689491	0.003337036	0.002132806	0.360340597	0.088970875	0.000128119	7.24E-05	0.00064073	0.000267754	0.006852651	0.009133262	0	0.019806252	0.019806252
S16_both_2.mzML	S74	S74	S16	367	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 18:45	68	IGB	1.291933002	8	460	21821	299	0.090975808	0.451746551	0.119395389	0.406680458	0.020336267	0.001841335	0.360340597	0.008943925	0.391589905	0.001563467	0.015631461	0.020336267	0.001841335	0.013157528	0.00048745	0.088970875	0.000871612	0.014603103	0.081662474	0.001564752	0.000219696	0.024167661	5.33E-05	0.354732752	0.000104289	0.002622533	0.079039941	0.000237502	0.000871612	0.002091275	0.013353541	0.001713217	0.00151019	0.012815737	0.012689491	0.003337036	0.002132806	0.360340597	0.088970875	0.000128119	7.24E-05	0.00064073	0.000267754	0.006852651	0.009133262	0	0.019806252	0.019806252
S12_both_1.mzML	S67	S67	S12	341	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 19:02	69	IGB	0.46389282	7.4	70	3704	86	0.060043408	0.45776159	0.075260807	0.448776376	0.016535231	0.001665995	0.368193167	0.002953698	0.432980174	0.001643368	0.00770034	0.016535231	0.001665995	0.015330047	0.000588134	0.087146101	0.000778954	0.015208069	0.049276722	0.000494834	0.000265074	0.021997924	6.43E-05	0.399299551	9.13E-05	0.000379332	0.04889739	2.13E-05	0.000778954	0.000389669	0.007082025	0.001511413	0.001579086	0.015217399	0.011682699	0.003880254	0.001756504	0.368193167	0.087146101	0.000154582	0	0.000123481	0.00032306	0.002564029	0.009571311	0	0.016497001	0.016497001
S12_both_2.mzML	S67	S67	S12	341	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 19:19	70	IGB	0.46389282	7.4	70	3704	86	0.060043408	0.45776159	0.075260807	0.448776376	0.016535231	0.001665995	0.368193167	0.002953698	0.432980174	0.001643368	0.00770034	0.016535231	0.001665995	0.015330047	0.000588134	0.087146101	0.000778954	0.015208069	0.049276722	0.000494834	0.000265074	0.021997924	6.43E-05	0.399299551	9.13E-05	0.000379332	0.04889739	2.13E-05	0.000778954	0.000389669	0.007082025	0.001511413	0.001579086	0.015217399	0.011682699	0.003880254	0.001756504	0.368193167	0.087146101	0.000154582	0	0.000123481	0.00032306	0.002564029	0.009571311	0	0.016497001	0.016497001
Jagst_both_1.mzML	T07	T07	Jagst		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Jagst	5/27/2023 20:10	73	JN_LH	0.468309013	2.8	167	16827	112	0.017135619	0.81861239	0.017341825	0.163932728	0.000113058	0	0.733492788	0.000199062	0.162258894	0.001440898	0.002528649	0.000113058	0	0.00030304	0	0.081873704	0.001805	0.001673833	0.014311074	0		0.104227049	0.000338331	0.039350454	0	0.000322091	0.013988983	9.68E-05	0.00166663	0	0.002528649		0.001102567	0.000206206	0.018681391	5.42E-05	0.000148226	0.733492788	0.081873704	0	0	0	0	0.000199062	0.001471409	0.00013837	0.000113058	0.000113058
Jagst_both_2.mzML	T07	T07	Jagst		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Jagst	5/27/2023 20:27	74	JN_LH	0.468309013	2.8	167	16827	112	0.017135619	0.81861239	0.017341825	0.163932728	0.000113058	0	0.733492788	0.000199062	0.162258894	0.001440898	0.002528649	0.000113058	0	0.00030304	0	0.081873704	0.001805	0.001673833	0.014311074	0		0.104227049	0.000338331	0.039350454	0	0.000322091	0.013988983	9.68E-05	0.00166663	0	0.002528649		0.001102567	0.000206206	0.018681391	5.42E-05	0.000148226	0.733492788	0.081873704	0	0	0	0	0.000199062	0.001471409	0.00013837	0.000113058	0.000113058
Elsenz_both_1.mzML	T08	T08	Elsenz		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Elsenz	5/27/2023 20:43	75	TH_TR	1.821914305	2.8	347	46158	259	0.052260935	0.669948294	0.052535667	0.272843616	0.004672423	0	0.644005831	0.000853249	0.272843616	0.003016093	0.007001248	0.004672423	0	0.000548544	0	0.016500285	0.006426087	0	0.044132627	0		0.251652419	0.002677286	0.01329469	0	0.000316234	0.043816392	0.000273812	0.004866462	0	0.006516977		0.000338807	0.000274732	0.007896508	0	0	0.644005831	0.016500285	0	0	0.000484271	0	0.000853249	0	0.001559625	0	0
Elsenz_both_2.mzML	T08	T08	Elsenz		20230522	May	River	Tributary	Tributary	Neckar	Neckar_River	Neckar_Tributary	Neckar_Tributary	Elsenz	5/27/2023 21:00	76	TH_TR	1.821914305	2.8	347	46158	259	0.052260935	0.669948294	0.052535667	0.272843616	0.004672423	0	0.644005831	0.000853249	0.272843616	0.003016093	0.007001248	0.004672423	0	0.000548544	0	0.016500285	0.006426087	0	0.044132627	0		0.251652419	0.002677286	0.01329469	0	0.000316234	0.043816392	0.000273812	0.004866462	0	0.006516977		0.000338807	0.000274732	0.007896508	0	0	0.644005831	0.016500285	0	0	0.000484271	0	0.000853249	0	0.001559625	0	0
N5_both_1.mzML	N05	N05	N5	182	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 21:17	77	LG_AS	1.361573704	3.4	537	60290	545	0.094086549	0.355753774	0.09451951	0.549352135	0.000297918	7.67E-05	0.1803642	0.004372145	0.542320331	0.004833407	0.016350476	0.000297918	7.66632E-05	0.00068176	0	0.134332008	0.036224159	0.007031804	0.073115129	0.000666002		0.137117671	0.002726222	0.380050317	7.25E-05	0.004198705	0.068916423	0.000176312	0.035145994	0.000599727	0.014926976		0.002107186	0.000432962	0.025152343	0	0.005177778	0.1803642	0.134332008	7.67E-05	0.000198094	0.000559404	0	0.003772418	0.001854025	0.001078165	0.000118411	0.000118411
N5_both_2.mzML	N05	N05	N5	182	20230522	May	River	River	River	Neckar	Neckar_River	Neckar_River	Neckar_River	Neckar	5/27/2023 21:34	78	LG_AS	1.361573704	3.4	537	60290	545	0.094086549	0.355753774	0.09451951	0.549352135	0.000297918	7.67E-05	0.1803642	0.004372145	0.542320331	0.004833407	0.016350476	0.000297918	7.66632E-05	0.00068176	0	0.134332008	0.036224159	0.007031804	0.073115129	0.000666002		0.137117671	0.002726222	0.380050317	7.25E-05	0.004198705	0.068916423	0.000176312	0.035145994	0.000599727	0.014926976		0.002107186	0.000432962	0.025152343	0	0.005177778	0.1803642	0.134332008	7.67E-05	0.000198094	0.000559404	0	0.003772418	0.001854025	0.001078165	0.000118411	0.000118411
S9_both_1.mzML	S56	S56	S9	247	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 21:51	79	IGB	1.207529171	9.1	86	4625	85	0.04361565	0.422443065	0.063764955	0.494257728	0.017805396	0.001728856	0.323821032	0.002716961	0.477404327	0.002125625	0.008018254	0.017805396	0.001728856	0.020273572	0.000766841	0.096198269	0.000298138	0.016086559	0.032756168	0.000525925	0.000327258	0.019619276	8.75E-05	0.447469898	0.000124267	0.000386924	0.032369245	0	0.000298138	0.000482802	0.007370055	0.001728856	0.002038158	0.020149305	0.010315154	0.002075841	0.001951276	0.323821032	0.096198269	0	0	0.000122273	0.000439584	0.002234159	0.012059443	0	0.017805396	0.017805396
S9_both_2.mzML	S56	S56	S9	247	20230511	May	River	River	River	Spree	Spree_River	Spree_River	Spree_River	Spree	5/27/2023 22:08	80	IGB	1.207529171	9.1	86	4625	85	0.04361565	0.422443065	0.063764955	0.494257728	0.017805396	0.001728856	0.323821032	0.002716961	0.477404327	0.002125625	0.008018254	0.017805396	0.001728856	0.020273572	0.000766841	0.096198269	0.000298138	0.016086559	0.032756168	0.000525925	0.000327258	0.019619276	8.75E-05	0.447469898	0.000124267	0.000386924	0.032369245	0	0.000298138	0.000482802	0.007370055	0.001728856	0.002038158	0.020149305	0.010315154	0.002075841	0.001951276	0.323821032	0.096198269	0	0	0.000122273	0.000439584	0.002234159	0.012059443	0	0.017805396	0.017805396
