FeatureID,Feature,Annotation,Cosine,Mzerror,Group0,Group1,Group2
14066,X14066_pos_296.122_4.528_NA,,,,,,
14071,X14071_pos_833.472_4.522_NA,,,,,,
14073,X14073_pos_504.338_4.512_NA,,,,,,
14074,X14074_pos_828.517_4.523_NA,,,,,,
14077,X14077_pos_425.753_4.522_NA,,,,,,
14078,X14078_pos_175.112_4.532_Spectral Match to (-)-Perillyl alcohol from NIST14,Spectral Match to (-)-Perillyl alcohol from NIST14,0.731633,1.13279,biological ,biological compound,plant metabolite
1408,X1408_pos_270.124_1.455_NA,,,,,,
14080,X14080_pos_232.649_4.593_NA,,,,,,
14081,X14081_pos_167.118_4.484_NA,,,,,,
14088,X14088_pos_370.165_4.511_NA,,,,,,
1409,X1409_pos_168.138_1.403_NA,,,,,,
14091,X14091_pos_164.107_4.408_N-(2-Phenylethyl)acetamide,N-(2-Phenylethyl)acetamide,0.870558,0.650865,all anthropogenic,other consumer industrial,other other consumer industrial
14095,X14095_pos_599.402_4.515_NA,,,,,,
14096,X14096_pos_621.384_4.513_NA,,,,,,
14097,X14097_pos_363.199_4.54_NA,,,,,,
141,X141_pos_186.061_0.542_NA,,,,,,
1410,"X1410_pos_286.144_1.356_Massbank:EA274410 Morphine|(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol","Massbank:EA274410 Morphine|(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol",0.762613,0.746558,all anthropogenic,pharmaceutical,pharmaceutical - other
14103,X14103_pos_265.144_4.554_Artemisinin CollisionEnergy:205060,Artemisinin CollisionEnergy:205060,0.712135,2.64727,biological ,biological compound,plant metabolite
14110,X14110_pos_414.27_4.813_NA,,,,,,
14111,X14111_pos_288.157_4.511_NA,,,,,,
14113,X14113_pos_567.299_4.437_NA,,,,,,
14117,X14117_pos_408.252_4.547_NA,,,,,,
14119,X14119_pos_657.367_4.494_NA,,,,,,
14123,X14123_pos_319.129_4.552_NA,,,,,,
14127,X14127_pos_592.354_4.405_NA,,,,,,
14136,X14136_pos_803.425_4.537_NA,,,,,,
14137,X14137_pos_303.15_4.561_NA,,,,,,
14140,X14140_pos_636.38_4.546_NA,,,,,,
14146,X14146_pos_257.128_4.508_NA,,,,,,
14158,X14158_pos_798.47_4.534_NA,,,,,,
14166,X14166_pos_694.422_4.547_NA,,,,,,
14167,X14167_pos_589.343_4.578_NA,,,,,,
14170,X14170_pos_361.165_4.709_NA,,,,,,
14172,"X14172_pos_163.073_4.543_""1-acetyl-2,4-dimethoxybenzene CollisionEnergy:102040""","""1-acetyl-2,4-dimethoxybenzene CollisionEnergy:102040""",0.756732,14.1289,unknown,unknown,unknown
14173,X14173_pos_389.178_4.579_NA,,,,,,
14176,X14176_pos_305.139_4.778_NA,,,,,,
14180,X14180_pos_292.111_4.654_NA,,,,,,
14181,X14181_pos_627.299_4.565_NA,,,,,,
14183,X14183_pos_166.05_4.417_4-Pyridoxic acid CollisionEnergy:102040,4-Pyridoxic acid CollisionEnergy:102040,0.737418,0,biological ,biological compound,biological - other
14185,X14185_pos_412.796_4.547_NA,,,,,,
14193,X14193_pos_386.238_4.434_NA,,,,,,
14194,X14194_pos_639.479_4.51_NA,,,,,,
14197,X14197_pos_399.738_4.536_NA,,,,,,
14199,X14199_pos_703.428_4.508_NA,,,,,,
1420,X1420_pos_288.159_1.361_galanthamine CollisionEnergy:102040,galanthamine CollisionEnergy:102040,0.786381,1.69449,all anthropogenic,pharmaceutical,pharmaceutical - other
14210,X14210_pos_467.264_4.546_NA,,,,,,
14211,X14211_pos_155.047_4.599_NA,,,,,,
14213,X14213_pos_205.06_4.602_NA,,,,,,
14215,X14215_pos_395.17_4.512_NA,,,,,,
14220,X14220_pos_669.331_4.603_NA,,,,,,
14222,X14222_pos_337.165_4.658_NA,,,,,,
14223,X14223_pos_497.312_4.609_NA,,,,,,
14224,X14224_pos_300.109_4.55_NA,,,,,,
14229,X14229_pos_384.223_4.555_NA,,,,,,
1423,X1423_pos_180.138_1.302_NA,,,,,,
14236,X14236_pos_309.181_4.55_NA,,,,,,
14237,X14237_pos_167.107_4.547_NA,,,,,,
14238,X14238_pos_441.344_4.546_NA,,,,,,
14241,X14241_pos_538.323_4.558_NA,,,,,,
14244,X14244_pos_208.097_4.655_3-[N-(4-methylphenyl)carbamoyl]propanoic acid CollisionEnergy:102040,3-[N-(4-methylphenyl)carbamoyl]propanoic acid CollisionEnergy:102040,0.750698,0.513278,unknown,unknown,unknown
1426,X1426_pos_342.189_1.389_NA,,,,,,
14263,X14263_pos_345.164_4.561_NA,,,,,,
14264,X14264_pos_387.212_4.551_NA,,,,,,
14266,X14266_pos_502.323_4.594_NA,,,,,,
14267,X14267_pos_265.165_4.514_NA,,,,,,
14272,X14272_pos_333.17_4.577_NA,,,,,,
14274,X14274_pos_391.175_4.55_NA,,,,,,
14276,X14276_pos_761.393_4.321_NA,,,,,,
14278,X14278_pos_634.401_4.575_NA,,,,,,
1429,X1429_pos_190.086_1.358_3-[N-(4-methylphenyl)carbamoyl]propanoic acid CollisionEnergy:102040,3-[N-(4-methylphenyl)carbamoyl]propanoic acid CollisionEnergy:102040,0.816183,2.0871,unknown,unknown,unknown
14290,X14290_pos_160.076_4.533_NA,,,,,,
14292,X14292_pos_182.081_4.552_Spectral Match to L-Tyrosine from NIST14,Spectral Match to L-Tyrosine from NIST14,0.81695,7.12323,biological ,biological compound,biological - other
14307,X14307_pos_365.16_4.494_NA,,,,,,
1432,X1432_pos_265.112_1.392_NA,,,,,,
14320,X14320_pos_215.087_4.556_NA,,,,,,
14323,X14323_pos_243.105_4.517_NA,,,,,,
14324,X14324_pos_335.149_4.631_NA,,,,,,
14327,X14327_pos_529.296_4.56_NA,,,,,,
14331,X14331_pos_581.278_4.561_NA,,,,,,
14333,X14333_pos_281.138_4.521_NA,,,,,,
14336,X14336_pos_288.196_4.568_NA,,,,,,
14342,X14342_pos_488.307_4.614_NA,,,,,,
1435,X1435_pos_260.139_1.463_NA,,,,,,
1436,X1436_pos_305.197_1.466_NA,,,,,,
14368,X14368_pos_168.102_4.609_Massbank:EQ333901 Phenylephrine|3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol,Massbank:EQ333901 Phenylephrine|3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol,0.816719,0,all anthropogenic,pharmaceutical,pharmaceutical - other
14372,X14372_pos_571.333_4.551_NA,,,,,,
14377,X14377_pos_290.139_4.585_NA,,,,,,
1438,X1438_pos_375.172_1.362_NA,,,,,,
14387,X14387_pos_340.197_4.458_NA,,,,,,
14389,X14389_pos_636.417_4.584_NA,,,,,,
1439,X1439_pos_178.109_1.396_NA,,,,,,
14393,X14393_pos_344.228_4.4_NA,,,,,,
14397,X14397_pos_501.291_4.383_NA,,,,,,
14398,X14398_pos_546.349_4.542_NA,,,,,,
1440,X1440_pos_320.207_1.394_NA,,,,,,
14400,X14400_pos_309.19_4.479_NA,,,,,,
1442,X1442_pos_218.129_1.479_NA,,,,,,
14425,"X14425_pos_226.166_4.596_Massbank:EA034610 Terbumeton|2-N-tert-butyl-4-N-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine|1,3,5-Triazine-2,4-diamine, N-(1,1-dimethylethyl)-N'-ethyl-6-methoxy-","Massbank:EA034610 Terbumeton|2-N-tert-butyl-4-N-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine|1,3,5-Triazine-2,4-diamine, N-(1,1-dimethylethyl)-N'-ethyl-6-methoxy-",0.910971,0.877074,all anthropogenic,pesticide,herbicide
1443,X1443_pos_259.144_1.483_7-methyl-4-(piperazinylmethyl)chromen-2-one CollisionEnergy:102040,7-methyl-4-(piperazinylmethyl)chromen-2-one CollisionEnergy:102040,0.711864,0.706578,unknown,unknown,unknown
1444,X1444_pos_237.123_1.547_NA,,,,,,
14441,X14441_pos_370.122_4.536_NA,,,,,,
1445,X1445_pos_220.097_1.423_NA,,,,,,
14452,X14452_pos_400.291_4.602_NA,,,,,,
14456,X14456_pos_503.307_4.752_Spectral Match to Undecaethylene glycol from NIST14,Spectral Match to Undecaethylene glycol from NIST14,0.931225,1.03078,all anthropogenic,polymer-related,PAG
14458,X14458_pos_523.273_4.585_NA,,,,,,
14460,X14460_pos_225.149_4.497_NA,,,,,,
14465,X14465_pos_458.296_4.755_NA,,,,,,
14473,X14473_pos_430.093_4.587_MassbankEU:ET310302 SMZ-PtO,MassbankEU:ET310302 SMZ-PtO,0.883805,0,all anthropogenic,pharmaceutical,antibiotic
14475,X14475_pos_768.495_4.503_NA,,,,,,
1448,X1448_pos_162.091_1.362_NA,,,,,,
14481,X14481_pos_280.086_4.563_NA,,,,,,
14483,X14483_pos_747.454_4.61_NA,,,,,,
14492,X14492_pos_335.185_4.598_NA,,,,,,
145,X145_pos_198.94_0.543_NA,,,,,,
14500,X14500_pos_323.149_4.677_NA,,,,,,
14512,X14512_pos_530.317_4.623_NA,,,,,,
14516,X14516_pos_264.196_4.565_NA,,,,,,
1452,X1452_pos_182.154_1.441_NA,,,,,,
14521,X14521_pos_247.133_4.555_7-alpha-Hydroxy-3-Deoxy-Zaluzanin C,7-alpha-Hydroxy-3-Deoxy-Zaluzanin C,0.727853,0.370459,biological ,biological compound,plant metabolite
14522,X14522_pos_680.37_4.569_NA,,,,,,
14527,X14527_pos_740.464_4.595_NA,,,,,,
1453,X1453_pos_152.071_1.389_NA,,,,,,
14539,X14539_pos_407.206_4.764_NA,,,,,,
1454,X1454_pos_436.252_1.419_NA,,,,,,
14546,X14546_pos_378.112_4.598_NA,,,,,,
14547,X14547_pos_173.099_4.579_NA,,,,,,
14549,X14549_pos_363.144_4.586_NA,,,,,,
1455,X1455_pos_277.138_1.411_NA,,,,,,
14554,X14554_pos_398.275_4.566_NA,,,,,,
14555,X14555_pos_263.091_4.599_NA,,,,,,
14557,X14557_pos_412.254_4.634_NA,,,,,,
14558,X14558_pos_381.726_4.63_NA,,,,,,
14565,X14565_pos_437.236_4.594_NA,,,,,,
14566,X14566_pos_239.149_4.586_Massbank:LU086203 Pentaethylene glycol|2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol,Massbank:LU086203 Pentaethylene glycol|2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethanol,0.734382,0,all anthropogenic,polymer-related,PAG
14567,X14567_pos_183.078_4.605_MassbankEU:SM883101 Triethylphosphate|Triethyl phosphate,MassbankEU:SM883101 Triethylphosphate|Triethyl phosphate,0.973975,1.0835,all anthropogenic,polymer-related,organophosphate
1457,X1457_pos_244.129_1.414_NA,,,,,,
14573,X14573_pos_362.254_4.603_NA,,,,,,
14575,X14575_pos_504.32_4.582_NA,,,,,,
14577,X14577_pos_243.088_4.606_LUMICHROME,LUMICHROME,0.912491,1.19264,biological ,biological compound,biological - other
14578,X14578_pos_277.144_4.565_NA,,,,,,
14584,X14584_pos_723.438_4.606_NA,,,,,,
14595,X14595_pos_403.194_4.563_MoxifloxacinHCl,MoxifloxacinHCl,0.764184,17.3332,all anthropogenic,pharmaceutical,antibiotic
14596,X14596_pos_440.251_4.609_NA,,,,,,
14606,X14606_pos_603.323_4.581_NA,,,,,,
14610,X14610_pos_379.249_4.628_NA,,,,,,
14613,X14613_pos_237.112_4.533_Carbamazepine - 40.0 eV,Carbamazepine - 40.0 eV,0.722392,41.5735,all anthropogenic,pharmaceutical,pharmaceutical - other
14623,X14623_pos_548.328_4.581_NA,,,,,,
14626,X14626_pos_349.165_4.707_NA,,,,,,
14627,X14627_pos_325.165_4.679_NA,,,,,,
14628,X14628_pos_389.713_4.601_NA,,,,,,
14629,X14629_pos_278.125_4.539_NA,,,,,,
1463,X1463_pos_184.17_1.431_NA,,,,,,
14630,X14630_pos_386.062_4.619_NA,,,,,,
14633,X14633_pos_307.154_4.717_NA,,,,,,
14634,X14634_pos_421.186_4.735_NA,,,,,,
14635,X14635_pos_277.095_4.608_NA,,,,,,
14636,X14636_pos_453.29_4.599_NA,,,,,,
14639,X14639_pos_291.159_4.798_NA,,,,,,
1464,X1464_pos_253.123_1.406_CIMETIDINE,CIMETIDINE,0.849887,0.361693,all anthropogenic,pharmaceutical,pharmaceutical - other
14640,X14640_pos_439.253_4.631_NA,,,,,,
14641,X14641_pos_279.159_4.698_NA,,,,,,
14643,X14643_pos_364.259_4.557_NA,,,,,,
14644,X14644_pos_219.102_4.45_NA,,,,,,
14645,X14645_pos_415.254_4.52_Spectral Match to Nonaethylene glycol from NIST14,Spectral Match to Nonaethylene glycol from NIST14,0.8073,10.1419,all anthropogenic,polymer-related,PAG
14646,X14646_pos_384.202_4.633_NA,,,,,,
14649,X14649_pos_194.097_4.609_Iminostilbene,Iminostilbene,0.883382,2.59428,all anthropogenic,pharmaceutical,pharmaceutical - other
1465,X1465_pos_214.09_1.425_NA,,,,,,
14656,X14656_pos_183.102_4.581_NA,,,,,,
14657,X14657_pos_379.175_4.709_NA,,,,,,
14667,X14667_pos_323.206_4.672_NA,,,,,,
14668,X14668_pos_340.233_4.663_NA,,,,,,
14671,X14671_pos_415.263_4.571_Spectral Match to Nonaethylene glycol from NIST14,Spectral Match to Nonaethylene glycol from NIST14,0.870925,22.6353,all anthropogenic,polymer-related,PAG
14675,X14675_pos_271.146_4.604_NA,,,,,,
1468,X1468_pos_361.169_1.425_NA,,,,,,
14686,X14686_pos_237.123_4.621_NA,,,,,,
14695,X14695_pos_237.103_4.606_Spectral Match to Carbamazepine from NIST14,Spectral Match to Carbamazepine from NIST14,0.955434,12.2276,all anthropogenic,pharmaceutical,pharmaceutical - other
14696,X14696_pos_385.226_4.574_NA,,,,,,
1470,X1470_pos_325.241_1.441_NA,,,,,,
1471,X1471_pos_196.133_1.383_NA,,,,,,
14715,X14715_pos_354.127_4.628_NA,,,,,,
1472,X1472_pos_179.118_1.384_NA,,,,,,
14727,X14727_pos_354.206_4.635_NA,,,,,,
1473,X1473_pos_189.16_1.425_Massbank:EA294510 Propamocarb| N-[3-(dimethylamino)propyl]carbamic acid propyl ester,Massbank:EA294510 Propamocarb| N-[3-(dimethylamino)propyl]carbamic acid propyl ester,0.914025,1.04866,all anthropogenic,pesticide,fungicide
1474,X1474_pos_231.084_1.52_NA,,,,,,
14740,X14740_pos_266.139_4.633_NA,,,,,,
14744,X14744_pos_177.091_4.616_NA,,,,,,
14747,X14747_pos_260.165_4.593_Massbank:UA006101 Propranolol|1-Naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,Massbank:UA006101 Propranolol|1-Naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,0.953808,1.87682,all anthropogenic,pharmaceutical,pharmaceutical - other
1475,X1475_pos_398.275_1.463_NA,,,,,,
14758,X14758_pos_374.16_4.634_NA,,,,,,
14761,X14761_pos_345.188_4.663_NA,,,,,,
14762,X14762_pos_368.264_4.877_NA,,,,,,
14763,X14763_pos_606.37_4.627_NA,,,,,,
14765,X14765_pos_219.116_4.616_NA,,,,,,
14766,X14766_pos_267.159_4.598_NA,,,,,,
14767,X14767_pos_745.419_4.522_NA,,,,,,
14768,X14768_pos_235.133_4.581_NA,,,,,,
14770,X14770_pos_518.318_4.584_NA,,,,,,
14774,X14774_pos_445.288_4.656_NA,,,,,,
14775,X14775_pos_303.134_4.497_NA,,,,,,
14777,X14777_pos_409.186_4.645_NA,,,,,,
14778,"X14778_pos_179.034_4.526_5,7-Dihydroxychromone","5,7-Dihydroxychromone",0.750075,21.819,biological ,biological compound,plant metabolite
14783,X14783_pos_407.17_4.568_NA,,,,,,
14784,X14784_pos_768.423_4.544_NA,,,,,,
14788,X14788_pos_628.285_4.668_NA,,,,,,
14789,X14789_pos_370.736_4.641_NA,,,,,,
14799,X14799_pos_362.222_4.633_NA,,,,,,
1480,X1480_pos_294.206_1.416_NA,,,,,,
1481,X1481_pos_198.185_1.441_NA,,,,,,
14810,X14810_pos_436.775_4.64_NA,,,,,,
14814,X14814_pos_393.264_4.642_NA,,,,,,
14815,X14815_pos_877.498_4.654_NA,,,,,,
14816,X14816_pos_407.28_4.632_NA,,,,,,
14817,X14817_pos_253.143_4.576_NA,,,,,,
1482,X1482_pos_207.113_1.397_NA,,,,,,
14837,X14837_pos_502.286_4.657_NA,,,,,,
14841,X14841_pos_283.118_4.646_NA,,,,,,
14848,X14848_pos_346.274_4.564_Himbacine CollisionEnergy:102040,Himbacine CollisionEnergy:102040,0.866978,0.352525,biological ,biological compound,plant metabolite
14850,X14850_pos_447.766_4.624_NA,,,,,,
14852,X14852_pos_354.249_4.365_NA,,,,,,
14859,X14859_pos_686.327_4.636_NA,,,,,,
14861,X14861_pos_703.353_4.651_NA,,,,,,
14862,X14862_pos_708.309_4.659_NA,,,,,,
14863,X14863_pos_713.264_4.654_NA,,,,,,
14867,X14867_pos_872.543_4.624_NA,,,,,,
14874,X14874_pos_628.383_4.767_NA,,,,,,
14875,X14875_pos_302.211_4.671_Iromycin A,Iromycin A,0.796339,1.71667,biological ,biological compound,biological - other
14876,X14876_pos_205.045_4.629_NA,,,,,,
14878,X14878_pos_459.304_4.672_NA,,,,,,
14883,X14883_pos_210.222_4.661_NA,,,,,,
14887,X14887_pos_381.155_4.731_NA,,,,,,
14895,X14895_pos_290.269_4.649_NA,,,,,,
14896,X14896_pos_428.26_4.655_NA,,,,,,
149,X149_pos_243_0.543_NA,,,,,,
14902,X14902_pos_362.196_4.683_NA,,,,,,
14909,X14909_pos_197.117_4.532_Loliolide,Loliolide,0.919606,1.47079,biological ,biological compound,plant metabolite
1491,X1491_pos_204.102_1.424_NA,,,,,,
14910,X14910_pos_326.217_4.369_NA,,,,,,
14912,"X14912_pos_164.082_4.639_Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14","Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",0.851344,49.3779,biological ,biological compound,biological - other
14914,X14914_pos_576.323_4.6_NA,,,,,,
14916,X14916_pos_837.448_4.65_NA,,,,,,
14917,X14917_pos_389.209_4.612_NA,,,,,,
14918,X14918_pos_248.128_4.64_NA,,,,,,
14919,X14919_pos_364.225_4.648_NA,,,,,,
14923,X14923_pos_430.265_4.661_NA,,,,,,
14930,X14930_pos_790.374_4.666_NA,,,,,,
14934,X14934_pos_433.186_4.769_NA,,,,,,
14939,X14939_pos_366.703_4.66_NA,,,,,,
1494,X1494_pos_176.082_1.445_NA,,,,,,
14941,X14941_pos_198.149_4.576_NA,,,,,,
14945,X14945_pos_270.099_4.651_NA,,,,,,
14949,X14949_pos_820.421_4.65_NA,,,,,,
1495,"X1495_pos_174.091_1.477_""1,4-dimethylhydroquinolin-2-one CollisionEnergy:205060""","""1,4-dimethylhydroquinolin-2-one CollisionEnergy:205060""",0.873354,2.8924,unknown,unknown,unknown
14950,X14950_pos_817.311_4.665_NA,,,,,,
14955,X14955_pos_353.16_4.573_NA,,,,,,
1496,X1496_pos_245.136_1.424_NA,,,,,,
14961,X14961_pos_807.401_4.658_NA,,,,,,
14965,X14965_pos_355.712_4.661_NA,,,,,,
14968,X14968_pos_592.354_4.773_NA,,,,,,
14969,X14969_pos_511.292_4.606_NA,,,,,,
14970,X14970_pos_444.281_4.651_NA,,,,,,
14971,X14971_pos_233.117_4.768_NA,,,,,,
14974,X14974_pos_225.112_4.646_NA,,,,,,
14975,X14975_pos_373.213_4.65_NA,,,,,,
14977,X14977_pos_456.214_4.651_NA,,,,,,
14982,X14982_pos_315.139_4.644_NA,,,,,,
14986,X14986_pos_526.333_4.686_NA,,,,,,
14987,X14987_pos_206.081_4.666_NA,,,,,,
14996,X14996_pos_251.128_4.45_NA,,,,,,
1500,X1500_pos_281.107_1.272_NA,,,,,,
15001,X15001_pos_351.18_4.813_NA,,,,,,
15002,X15002_pos_545.317_4.622_NA,,,,,,
15004,X15004_pos_519.325_4.696_NA,,,,,,
15007,X15007_pos_842.496_4.639_NA,,,,,,
15012,X15012_pos_321.994_4.661_NA,,,,,,
15015,X15015_pos_388.254_4.518_NA,,,,,,
15016,X15016_pos_339.144_4.706_NA,,,,,,
15017,X15017_pos_261.16_4.65_NA,,,,,,
15029,X15029_pos_421.751_4.641_NA,,,,,,
15034,X15034_pos_278.096_4.647_NA,,,,,,
15035,X15035_pos_702.391_4.616_NA,,,,,,
15036,X15036_pos_413.238_4.643_NA,,,,,,
15037,X15037_pos_395.742_4.651_NA,,,,,,
15044,X15044_pos_321.133_4.665_NA,,,,,,
15046,X15046_pos_321.181_4.364_NA,,,,,,
15054,X15054_pos_373.183_4.67_NA,,,,,,
1506,X1506_pos_161.071_1.436_NA,,,,,,
15062,X15062_pos_368.228_4.669_NA,,,,,,
15063,X15063_pos_708.402_4.672_NA,,,,,,
15064,X15064_pos_317.175_4.616_NA,,,,,,
15066,X15066_pos_264.181_4.684_NA,,,,,,
15067,X15067_pos_166.05_4.643_NA,,,,,,
15076,X15076_pos_414.762_4.537_NA,,,,,,
15077,X15077_pos_432.742_4.641_NA,,,,,,
15078,X15078_pos_261.149_4.767_NA,,,,,,
1508,X1508_pos_226.191_1.455_NA,,,,,,
15080,X15080_pos_339.195_4.657_NA,,,,,,
15087,"X15087_pos_274.119_4.66_Massbank:EA070604 Metazachlor OXA|2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxo-acetic acid","Massbank:EA070604 Metazachlor OXA|2-[2,6-dimethyl-N-(pyrazol-1-ylmethyl)anilino]-2-oxo-acetic acid",0.886382,1.44729,all anthropogenic,pesticide,herbicide
15088,X15088_pos_474.291_4.64_NA,,,,,,
15089,X15089_pos_270.16_4.651_NA,,,,,,
15096,X15096_pos_287.233_4.683_NA,,,,,,
15099,X15099_pos_346.201_4.71_NA,,,,,,
151,X151_pos_218.984_0.543_NA,,,,,,
15100,X15100_pos_778.371_4.626_NA,,,,,,
15101,X15101_pos_553.283_4.595_NA,,,,,,
15102,X15102_pos_415.241_4.688_NA,,,,,,
15107,X15107_pos_540.339_4.617_NA,,,,,,
1511,X1511_pos_240.018_1.422_NA,,,,,,
1512,X1512_pos_322.222_1.444_NA,,,,,,
15121,X15121_pos_205.122_4.849_NA,,,,,,
15126,X15126_pos_195.102_4.67_NA,,,,,,
1513,X1513_pos_208.17_1.518_NA,,,,,,
15130,X15130_pos_268.083_4.678_NA,,,,,,
15138,X15138_pos_680.407_4.677_NA,,,,,,
15140,X15140_pos_449.236_4.658_NA,,,,,,
15143,X15143_pos_385.129_4.679_NA,,,,,,
1515,X1515_pos_210.113_1.429_NA,,,,,,
15151,X15151_pos_244.227_4.635_NA,,,,,,
15155,X15155_pos_201.102_4.672_NA,,,,,,
1517,X1517_pos_344.204_1.435_NA,,,,,,
15174,X15174_pos_812.522_4.629_NA,,,,,,
15176,X15176_pos_398.217_4.684_NA,,,,,,
15179,X15179_pos_633.37_4.769_NA,,,,,,
15185,X15185_pos_347.149_4.695_NA,,,,,,
15186,X15186_pos_354.285_4.702_NA,,,,,,
15188,X15188_pos_184.17_4.713_NA,,,,,,
15191,X15191_pos_276.109_4.661_NA,,,,,,
15197,X15197_pos_247.108_4.655_NA,,,,,,
152,X152_pos_151.035_0.543_NA,,,,,,
15202,X15202_pos_285.17_4.723_NA,,,,,,
15206,X15206_pos_567.299_4.654_NA,,,,,,
15209,X15209_pos_312.116_4.69_NA,,,,,,
15210,X15210_pos_163.112_4.774_NA,,,,,,
15211,X15211_pos_397.243_4.791_NA,,,,,,
15213,X15213_pos_405.246_4.559_NA,,,,,,
15214,X15214_pos_181.122_4.549_NA,,,,,,
15218,X15218_pos_532.333_4.76_NA,,,,,,
1522,X1522_pos_226.144_1.341_NA,,,,,,
15224,X15224_pos_518.354_4.612_NA,,,,,,
15227,X15227_pos_611.325_4.574_NA,,,,,,
1523,X1523_pos_296.196_1.364_NA,,,,,,
1524,"X1524_pos_300.181_1.499_Massbank:NA002821 Intermedine|[(7R,8R)-7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2S)-2-hydroxy-2-[(1R)-1-hydroxyethyl]-3-methylbutanoate","Massbank:NA002821 Intermedine|[(7R,8R)-7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2S)-2-hydroxy-2-[(1R)-1-hydroxyethyl]-3-methylbutanoate",0.949782,1.01664,biological ,biological compound,plant metabolite
15246,X15246_pos_410.172_4.664_NA,,,,,,
15261,X15261_pos_678.427_4.699_NA,,,,,,
15262,X15262_pos_347.199_4.663_NA,,,,,,
15264,X15264_pos_271.213_4.715_NA,,,,,,
15265,X15265_pos_263.128_4.811_NA,,,,,,
15268,X15268_pos_319.19_4.733_NA,,,,,,
15274,X15274_pos_249.149_4.803_Parthenolide [M+H]+,Parthenolide [M+H]+,0.816124,2.44976,biological ,biological compound,plant metabolite
15275,X15275_pos_394.107_4.665_NA,,,,,,
15283,X15283_pos_247.035_4.706_NA,,,,,,
15288,X15288_pos_280.111_4.781_NA,,,,,,
15293,X15293_pos_516.302_4.612_NA,,,,,,
15294,X15294_pos_249.112_4.682_NA,,,,,,
15297,X15297_pos_365.16_4.698_NA,,,,,,
15299,X15299_pos_269.138_4.713_NA,,,,,,
153,X153_pos_220.981_0.543_NA,,,,,,
1530,X1530_pos_305.056_1.471_NA,,,,,,
15301,X15301_pos_168.048_4.683_NA,,,,,,
1531,X1531_pos_450.231_1.5_NA,,,,,,
15330,X15330_pos_309.133_4.703_NA,,,,,,
15333,X15333_pos_543.816_4.739_NA,,,,,,
15339,X15339_pos_562.344_4.466_NA,,,,,,
15350,X15350_pos_350.29_4.668_NA,,,,,,
15358,X15358_pos_525.343_4.934_NA,,,,,,
15361,X15361_pos_283.175_4.513_Spectral Match to Hexaethylene glycol from NIST14,Spectral Match to Hexaethylene glycol from NIST14,0.805466,0.323308,all anthropogenic,polymer-related,PAG
15362,X15362_pos_680.443_4.704_NA,,,,,,
15367,X15367_pos_620.349_4.7_NA,,,,,,
15369,X15369_pos_381.191_4.644_NA,,,,,,
15372,X15372_pos_423.201_4.916_NA,,,,,,
15379,X15379_pos_791.48_4.703_NA,,,,,,
15385,X15385_pos_283.154_4.685_NA,,,,,,
15387,X15387_pos_275.139_4.601_NA,,,,,,
1539,X1539_pos_290.091_1.468_NA,,,,,,
15393,X15393_pos_464.291_4.594_NA,,,,,,
15396,X15396_pos_428.254_4.728_Ranolazine,Ranolazine,0.764646,3.06419,all anthropogenic,pharmaceutical,pharmaceutical - other
154,X154_pos_242_0.543_NA,,,,,,
1540,X1540_pos_433.252_1.484_NA,,,,,,
15404,X15404_pos_203.082_4.78_NA,,,,,,
15406,X15406_pos_223.133_4.656_NA,,,,,,
15407,X15407_pos_541.338_4.773_NA,,,,,,
1541,X1541_pos_168.054_1.499_NA,,,,,,
15416,X15416_pos_200.128_4.722_NA,,,,,,
15424,X15424_pos_190.086_4.669_NA,,,,,,
15430,X15430_pos_329.175_4.733_NA,,,,,,
15431,X15431_pos_650.396_4.77_NA,,,,,,
15437,X15437_pos_432.281_4.719_NA,,,,,,
15442,X15442_pos_293.138_4.63_NA,,,,,,
15448,X15448_pos_443.229_4.572_NA,,,,,,
1545,X1545_pos_188.128_1.481_NA,,,,,,
15451,X15451_pos_459.28_4.713_Spectral Match to Decaethylene glycol from NIST14,Spectral Match to Decaethylene glycol from NIST14,0.906613,0.465126,all anthropogenic,polymer-related,PAG
15453,X15453_pos_520.333_4.692_NA,,,,,,
15458,X15458_pos_724.397_4.685_NA,,,,,,
15459,X15459_pos_425.753_4.796_NA,,,,,,
15460,X15460_pos_405.154_4.701_NA,,,,,,
15468,X15468_pos_564.359_4.687_NA,,,,,,
15469,X15469_pos_462.771_4.742_NA,,,,,,
